,cleanName,NAME,Type,valid,parkDistrict_x,parkDistrict_y,geometry
160,central park - wild west playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
161,prospect park - quaker hill and friends cemetery,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
162,riverside park - river run playground,river run playground,pgs,av,,M-14,POINT (-73.98220000000002 40.78699999999984)
163,baruch playground,baruch playground,park_direct,av,,M-03,POINT (-73.97682066202044 40.7173198876722)
164,morton playground,morton playground,pgs,av,,X-05,POINT (-73.9143 40.85119999999983)
165,pool - st. john's recreation center,st. john's pool,pool,v,,B-08,POINT (-73.9349 40.67399999999984)
166,mosholu playground - ps 8,mosholu playground,other,v,,X-07,POINT (-73.8828439621967 40.87247605652731)
167,madison square park,madison square park,park_direct,av,,M-05,POINT (-73.98796864791251 40.74220486115662)
168,washington square park,washington square park,park_direct,av,,M-02,POINT (-73.99760294516621 40.73089109332615)
169,soundview park,soundview park,park_direct,av,,X-09,POINT (-73.86623272278891 40.81157999142318)
170,bronx river park,bronx river parkway,other,av,,X-11,POINT (-73.8683300680273 40.86935336824756)
171,north pacific playground,north pacific playground,park_direct,av,,B-02,POINT (-73.98212363202484 40.68530334802291)
172,riverdale playground - jhs 141,riverdale playground,pgs,v,,X-08,POINT (-73.9148 40.88759999999984)
173,seton park,seton park,park_direct,av,,X-08,POINT (-73.91671892188468 40.88605197868501)
174,recreation center - brownsville,brownsville green,other,v,,B-16,POINT (-73.92121652516244 40.66871766299874)
175,devoe park,devoe park,park_direct,av,,X-07,POINT (-73.9062458435649 40.86331172644558)
176,clearview park and golf course,clearview golf course,golf,av,,Q-07,POINT (-73.78944300000001 40.78704999999984)
177,forest park,forest park,park_direct,av,,Q-16,POINT (-73.85300297695302 40.70205260741513)
178,central park - east 72nd street playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
179,jackie robinson park - playground one fifty two clii,jackie robinson park,pgs,av,,B-03,POINT (-73.92770000000002 40.68019999999983)
180,jackie robinson park - playground one fifty two clii,jackie robinson park,pgs,av,,M-10,POINT (-73.94119999999999 40.82589999999985)
181,rockaway park,rockaway community park,other,v,,Q-14,POINT (-73.78042368184106 40.60349543146412)
182,riverside park - running track and 78th st ballfields,riverside park,other,av,,M-14,POINT (-73.95365809523385 40.82606986895416)
183,riverside park - running track and 78th st ballfields,riverside park,other,av,,M-14,POINT (-73.97456126834187 40.79883352294459)
184,wright brothers park,wright brothers playground,other,v,,M-12,POINT (-73.9417487767133 40.83167276068615)
185,union square park,union square park,park_direct,av,,M-05,POINT (-73.99041159893692 40.73583432239072)
186,rockaway beach boardwalk,rockaway beach boardwalk,park_direct,av,,Q-14,POINT (-73.81464350326192 40.58115910397525)
187,seven oaks,seven oaks,park_direct,av,,Q-01,POINT (-73.91207893260233 40.76982764082565)
188,captain tilly playground,captain tilly playground,pgs,av,,Q-08,POINT (-73.7992 40.71249999999985)
189,john jay park,john jay park,park_direct,av,,M-08,POINT (-73.94948322536287 40.7692388351357)
190,pool - brownsville recreation center,brownsville pool,pool,v,,B-16,POINT (-73.9027 40.65629999999985)
191,happy warrior playground,happy warrior playground,park_direct,av,,M-07,POINT (-73.96859561636094 40.79543361851208)
192,bowne park,bowne park,park_direct,av,,Q-07,POINT (-73.80736310111261 40.77052044996138)
193,albemarle playground,albemarle playground,park_direct,av,,B-12,POINT (-73.9805721566964 40.64592137453324)
194,monsignor mcgolrick park,msgr. mcgolrick park,other,v,,B-01,POINT (-73.94335395129386 40.72444093484498)
195,fort independence playground,fort independence playground,park_direct,av,,X-08,POINT (-73.89490716892799 40.88189123605008)
196,oakland gardens - ps 203,oakland gardens,pgs,v,,Q-11,POINT (-73.7598 40.75359999999984)
197,inwood hill park - dyckman fields,inwood hill park,empiric,av,,M-12,POINT (-73.92551288356847 40.87256008428427)
198,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99630299281594 40.69946052605382)
199,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99660935182506 40.69881482344048)
200,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99627412613552 40.69908713540186)
201,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99791132136413 40.69601744800924)
202,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99776419057521 40.69573636338949)
203,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99727213107285 40.69742008472323)
204,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99814741963752 40.69552472110844)
205,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99846514276027 40.69496609178506)
206,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99875836848092 40.69435554768295)
207,brooklyn heights promenade,brooklyn heights promenade,park_direct,av,,B-02,POINT (-73.99735703917952 40.69744739939055)
208,railroad playground,railroad playground,park_direct,av,,B-17,POINT (-73.91427996092003 40.64943765102188)
209,j hood wright park,j. hood wright park,other,av,,M-12,POINT (-73.94125433985069 40.8465340056)
210,fort washington park,fort washington park,park_direct,av,,M-12,POINT (-73.94250501905567 40.85143249425909)
211,sara d roosevelt park,sara d. roosevelt park,other,av,,M-03,POINT (-73.99261417079767 40.71963178667521)
212,slope park,slope park,park_direct,av,,B-07,POINT (-73.98944415689807 40.66122972027558)
213,poppenhusen playground,poppenhusen playground,park_direct,av,,Q-07,POINT (-73.84457663037585 40.78125910729794)
214,dry dock playground,dry dock playground,park_direct,av,,M-03,POINT (-73.97545543161934 40.72546080982818)
215,silver lake park,silver lake park,park_direct,av,,R-01,POINT (-74.0974408149403 40.62594670584771)
216,beach - brighton,brighton beach,beach,av,,B-13,POINT (-73.96300000000001 40.57499999999984)
217,corporal john a seravalli playground,corporal john a. seravalli playground,empiric,av,,M-02,POINT (-74.00479367092608 40.73907115927106)
218,captain mario fajardo park playground,captain mario fajardo park,pgs,av,,Q-07,POINT (-73.8147 40.74339999999984)
219,randalls island park,randall's island park,other,av,,M-11R,POINT (-73.92178380205117 40.7956532900938)
220,highbridge park,highbridge park,park_direct,av,,M-12A,POINT (-73.93046510008581 40.8465014989529)
221,highbridge park,highbridge park,park_direct,av,,X-04,POINT (-73.92678915223533 40.84207696521291)
222,highbridge park,highbridge park,park_direct,av,,M-12A,POINT (-73.93046510008581 40.8465014989529)
223,highbridge park,highbridge park,park_direct,av,,X-04,POINT (-73.92678915223533 40.84207696521291)
224,franz sigel park,franz sigel park,park_direct,av,,X-04,POINT (-73.92560322631951 40.82331678702624)
225,bronx park,bronx park,park_direct,av,,X-11,POINT (-73.87582007597459 40.85664005110435)
226,yellowstone municipal park - katzman playground,yellowstone park,other,v,,Q-06,POINT (-73.84753966287485 40.72627729773455)
227,recreation center - hamilton fish,hamilton fish park,other,v,,M-03,POINT (-73.98083016017033 40.71979352233155)
228,bloomingdale park,bloomingdale park,park_direct,av,,R-03,POINT (-74.21428652768249 40.53269353268317)
229,ps 198 samuel seabury playground,samuel seabury playground,pgs,av,,M-08,POINT (-73.9508 40.78539999999986)
230,prospect park - vanderbilt playground,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
231,hillside park - jhs 172,hillside park,other,v,,B-02,POINT (-73.9942797139614 40.70140101456336)
232,hillside park - jhs 172,hillside park,other,v,,Q-13,POINT (-73.71318369954101 40.74099991106712)
233,st nicholas park,st. nicholas park,other,av,,M-09,POINT (-73.94881942949499 40.81727140174468)
234,macombs dam park,macombs dam park,park_direct,av,,X-04,POINT (-73.92816331551467 40.82875569274558)
235,recreation center - jackie robinson,jackie robinson community garden,other,v,,M-11,POINT (-73.93977259302451 40.80308687931947)
236,rainbow playground,rainbow playground,park_direct,av,,B-07,POINT (-74.01106490552327 40.64054463893537)
237,recreation center - sunset park,sunset park,other,v,,B-07,POINT (-74.00374343756161 40.64797628557326)
238,commodore barry park,commodore barry park,park_direct,av,,B-02,POINT (-73.97893701891913 40.69729514431378)
239,hamilton fish park,hamilton fish park,park_direct,av,,M-03,POINT (-73.98083016017033 40.71979352233155)
240,dr charles r drew memorial park,dr. charles r. drew park,other,av,,Q-12,POINT (-73.80303336092966 40.68072291963091)
241,recreation center - metropolitan pool and fitness center,metropolitan pool,pool,av,,B-01,POINT (-73.9603 40.71499999999985)
242,ocean breeze park,ocean breeze park,park_direct,av,,R-02,POINT (-74.07859322520524 40.58615636987269)
243,prospect park - litchfield villa,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
244,rock garden park,rock garden park,park_direct,av,,X-03,POINT (-73.88508363249886 40.83528723388297)
245,marine park - salt marsh nature center,marine park,empiric,av,,B-18,POINT (-73.92030774448 40.59679830843425)
246,beach - orchard,orchard beach and promenade,beach,av,,X-15A,POINT (-73.7938 40.86639999999984)
247,rufus king park,rufus king park,park_direct,av,,Q-12,POINT (-73.80400049193287 40.70369455747259)
248,owl's head park,owl's head park,park_direct,av,,B-10,POINT (-74.03225028126546 40.64014251406811)
249,james j walker park,james j walker park,park_direct,av,,M-02,POINT (-74.00615248084073 40.72979888087731)
250,recreation center - tony dapolito,tony dapolito recreation center,other,av,,M-02,POINT (-74.00544052115561 40.72962596917147)
251,brevoort playground,brevoort playground,park_direct,av,,B-03,POINT (-73.92276101620534 40.68047022221498)
252,banneker playground,banneker playground,park_direct,av,,B-03,POINT (-73.94896053905126 40.69045329033452)
253,caserta playground,caserta playground,park_direct,av,,X-09,POINT (-73.85402945267737 40.83733787010866)
254,crispus attucks playground,crispus attucks playground,park_direct,av,,B-02,POINT (-73.95917367847359 40.6815681754516)
255,lost battalion hall,lost battalion hall recreation center,other,av,,Q-06,POINT (-73.8651022817575 40.73221942173213)
256,city hall park,city hall park,park_direct,av,,M-01,POINT (-74.00615661282511 40.71280466475073)
257,marcus garvey playground,marcus garvey memorial park,pgs,v,,M-11,POINT (-73.9422 40.80529999999985)
258,marcus garvey playground,marcus garvey memorial park,pgs,v,,M-11,POINT (-73.9435 40.80589999999984)
259,forest park - the bandshell,forest park,empiric,av,,Q-16,POINT (-73.85300297695302 40.70205260741513)
260,elizabeth stroud playground,elizabeth stroud playground,park_direct,av,,B-03,POINT (-73.93108986827153 40.67966221421057)
261,parkside playground,parkside playground,park_direct,av,,B-09,POINT (-73.95436927649794 40.65656962352696)
262,parkside playground,parkside playground,park_direct,av,,X-11,POINT (-73.86802899006373 40.8683837531998)
263,parkside playground,parkside playground,park_direct,av,,B-09,POINT (-73.95436927649794 40.65656962352696)
264,parkside playground,parkside playground,park_direct,av,,X-11,POINT (-73.86802899006373 40.8683837531998)
265,barretto point park,barretto point park,park_direct,av,,X-02,POINT (-73.88849517240403 40.80501288352489)
266,harding park,harding park,park_direct,av,,X-09,POINT (-73.8566060019586 40.80930853958932)
267,rappaport playground,rappaport playground,park_direct,av,,B-12,POINT (-74.00069006208022 40.63697479619587)
268,staten island greenbelt - blood root valley,greenbelt native plant center,empiric,av,,R-02,POINT (-74.18155504198339 40.5960761085245)
269,frank d. o'connor playground,frank d. o'connor playground,park_direct,av,,Q-04,POINT (-73.88672297464579 40.74424703350977)
270,c c moore homestead park,moore homestead playground,other,v,,Q-04,POINT (-73.88239704696977 40.74214193827494)
271,pool - asser levy,asser levy park,empiric,av,,B-13,POINT (-73.97353099490509 40.574731365639)
272,central park - ancient playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
273,udalls park preserve,udall's park preserve,other,av,,Q-11,POINT (-73.74464756136223 40.77492089438376)
274,bealin square and seth low playground,seth low playground,pgs,av,,B-11,POINT (-73.9863 40.60819999999983)
275,hudson river park,henry hudson park,other,v,,X-08,POINT (-73.91996278052697 40.88132945343111)
276,forest park - nature center,forest park,empiric,av,,Q-16,POINT (-73.85300297695302 40.70205260741513)
277,hart playground - 37 avenue,edward hart t playground,pgs,v,,Q-07,POINT (-73.8189 40.77399999999984)
278,leif ericson drive shore parkway,leif ericson park,other,v,,B-10,POINT (-74.01595864038777 40.63333964414873)
279,murray hill playground - ps 22,murray hill playground,pgs,av,,Q-07,POINT (-73.81180000000001 40.76169999999984)
280,arverne playground,arverne playground,park_direct,av,,Q-14,POINT (-73.78518320529415 40.59285755026053)
281,van cortlandt park - parade ground north,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
282,seth low playground,seth low playground,pgs,av,,B-11,POINT (-73.9863 40.60819999999983)
283,central park - bethesda terrace,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
284,mcdonald playground - brooklyn,mcdonald playground,pgs,av,,B-15,POINT (-73.97199999999999 40.60059999999982)
285,mcdonald playground - brooklyn,mcdonald playground,pgs,av,,R-01,POINT (-74.1153 40.62959999999985)
286,noble playground,noble playground,park_direct,av,,X-09,POINT (-73.87225180228606 40.83730964839352)
287,lincoln terrace park,lincoln terrace / arthur s. somers park,other,v,,B-08,POINT (-73.92692598758374 40.66678748365208)
288,sunners playground,sunners playground,park_direct,av,,B-18,POINT (-73.92961559693921 40.63249773942523)
289,desalvio playground,desalvio playground,park_direct,av,,M-02,POINT (-73.99611203459048 40.72164855708907)
290,south beach wetlands,south beach wetlands,park_direct,av,,R-02,POINT (-74.07286579804347 40.58715840778679)
291,claremont park,claremont park,park_direct,av,,X-04,POINT (-73.90743694067463 40.8404587304712)
292,harvey park,harvey park,park_direct,av,,Q-07,POINT (-73.8234335983242 40.78345587383184)
293,samuel n 2nd bennerson playground,samuel n. bennerson 2nd playground,pgs,av,,M-07,POINT (-73.98690000000001 40.77379999999984)
294,samuel n. bennerson 2nd playground,samuel n. bennerson 2nd playground,park_direct,av,,M-07,POINT (-73.98695384422928 40.77382394225698)
295,zimmerman playground,zimmerman playground,park_direct,av,,X-11,POINT (-73.86873905878942 40.86616118877559)
296,russell sage playground - jhs 190,russell sage playground,pgs,av,,Q-06,POINT (-73.8515 40.72389999999984)
297,van cortlandt park - woodlawn playground,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
298,matthews muliner playground,matthews muliner playground,park_direct,av,,X-11,POINT (-73.86150089255233 40.8469156155097)
299,lt federico narvaez tot lot,lt. federico narvaez tot lot,other,av,,B-14,POINT (-73.96592745905616 40.64028198757134)
300,sheepshead playground,sheepshead playground,park_direct,av,,B-15,POINT (-73.9401789517713 40.58881070408948)
301,stuyvesant square,stuyvesant square,park_direct,av,,M-06,POINT (-73.98398944943926 40.73364216810159)
302,mccaffrey playground,mccaffrey playground,park_direct,av,,M-04,POINT (-73.99128320430034 40.75898648893706)
